Source,Target,Weight
sale,process,10
sale,close,2
sale,methodolog,1
sale,approach,1
sale,journey,1
repres,.,1
unfortun,",",1
mani,rep,1
rep,n't,1
rep,",",1
n't,actual,1
n't,wast,1
n't,deal,1
actual,close,1
strategi,help,1
strategi,first,1
strategi,uncomfort,2
strategi,effect,2
strategi,feel,1
strategi,attribut,1
strategi,apprehens,1
strategi,come,1
strategi,",",1
strategi,sale,1
help,support,1
help,tackl,1
help,issu,1
support,process,1
process,…,1
process,potenti,2
process,initi,2
process,forward,1
process,.,3
process,close,1
process,explan,1
process,",",3
process,happen,1
process,first,1
process,allevi,1
process,toward,1
process,come,1
process,—,1
process,relat,1
process,outset,1
process,involv,1
…,",",1
uncomfort,bring,1
uncomfort,",",1
uncomfort,salespeopl,1
bring,.,1
want,get,1
want,avoid,1
want,cover,1
want,offer,1
get,ye,1
get,?,1
get,rep,1
ye,quickli,1
quickli,deal,1
stall,",",1
drag,",",1
lose,excit,1
excit,",",1
chang,scope,1
scope,.,1
tried-and-tru,way,1
way,get,1
way,smoother,1
?,introduc,1
introduc,close,1
introduc,sale,1
introduc,high-level,1
first,sale,1
first,meet,2
first,call,1
meet,.,1
meet,best,1
meet,help,1
meet,weekli,1
meet,",",1
meet,potenti,1
meet,offic,1
meet,first,1
meet,process,1
meet,initi,1
meet,lead,1
openli,discuss,1
openli,",",1
openli,share,1
discuss,sale,1
discuss,",",1
potenti,client,4
potenti,buyer,1
potenti,roadblock,1
potenti,.,1
client,upfront,1
client,feel,1
client,seamlessli,1
client,",",1
upfront,",",1
allevi,apprehens,2
apprehens,",",1
apprehens,transpar,1
apprehens,.,2
apprehens,structur,1
foster,transpar,1
foster,trust,1
transpar,",",1
transpar,outlin,1
transpar,.,2
transpar,close,3
transpar,demonstr,1
pave,way,1
pave,path,1
smoother,",",1
effect,close,1
effect,.,2
effect,commun,1
effect,integr,1
'll,give,1
'll,provid,1
give,context,1
context,close,1
review,cover,1
cover,process,2
cover,convers,1
initi,meet,2
initi,insight,1
initi,call,1
best,practic,1
practic,",",2
practic,manag,1
practic,troubl,1
practic,’,1
go,tip,1
go,forward,1
tip,execut,1
tip,implement,1
execut,strategi,1
download,:,1
:,free,1
:,close,1
:,pressur,1
:,eas,1
:,“,1
:,transpar,1
:,sale,1
free,sale,1
guid,unpack,1
guid,potenti,1
unpack,discomfort,1
discomfort,:,1
feel,unsettl,1
feel,contrari,1
feel,like,1
unsettl,salespeopl,1
salespeopl,",",1
salespeopl,.,1
natur,want,1
natur,",",1
natur,process,1
avoid,reject,1
avoid,take,1
reject,",",2
reject,.,1
reject,path,1
reject,manag,1
idea,pressur,1
contrari,build,1
build,posit,1
build,last,1
posit,rapport,1
rapport,.,1
uneasi,around,1
around,tradit,1
attribut,:,1
make,break,2
make,close,1
make,seem,1
make,process,1
make,fear,1
break,deal,1
break,.,1
often,feel,1
like,high-stak,1
like,quot,1
like,element,1
high-stak,situat,1
situat,–,1
situat,structur,1
–,good,1
good,reason,1
reason,",",1
's,ultim,1
's,take,1
's,effect,1
's,benefit,1
's,build,1
ultim,make,1
ultim,increas,1
tendenc,get,1
fear,reject,2
afraid,reject,1
undermin,confid,1
confid,abil,1
abil,effect,1
commun,valu,1
commun,.,1
valu,product,1
valu,stand,1
product,.,1
might,avoid,1
might,alway,1
might,want,1
take,necessari,1
take,look,1
take,moment,1
take,step,1
necessari,step,1
step,move,1
step,look,1
step,emphas,1
step,.,1
move,sale,1
forward,",",2
lead,miss,1
lead,close,1
lead,higher,1
miss,opportun,1
opportun,.,1
awkward,natur,1
step-by-step,process,1
alway,align,1
align,flow,1
align,need,1
flow,genuin,1
flow,chart,1
genuin,convers,1
convers,",",1
convers,.,1
seem,forc,1
forc,unnatur,1
unnatur,.,1
inauthent,interact,1
interact,come,1
interact,.,1
come,loss,1
come,implement,1
come,commun,1
loss,trust,1
trust,—,1
trust,",",1
—,cornerston,1
—,take,1
—,improv,1
—,consid,1
—,'s,1
cornerston,close,1
power,process,1
explan,:,1
eas,apprehens,1
outlin,sale,1
tackl,close,1
share,well-defin,1
share,sale,1
well-defin,process,1
buyer,",",1
buyer,also,1
buyer,'s,1
offer,roadmap,1
offer,visual,1
roadmap,expect,1
expect,.,2
expect,see,1
(,’,1
defin,process,1
defin,set,1
check,!,1
!,),1
),add,1
add,clariti,1
clariti,buyer,1
clariti,visual,1
also,demonstr,1
also,use,1
demonstr,commit,2
demonstr,softwar,1
commit,transpar,1
commit,keep,1
shift,focu,2
shift,make,1
focu,away,1
focu,lead,1
focu,person,1
away,high-pressur,1
high-pressur,situat,1
structur,collabor,2
collabor,.,1
collabor,process,1
exampl,:,1
“,discuss,1
“,”,1
weekli,next,1
weekli,—,1
next,x,1
next,step,1
x,week,1
week,quick,1
quick,check-in,1
check-in,",",1
even,noth,1
noth,changed.,1
changed.,”,1
”,close,1
”,benefici,1
techniqu,part,1
techniqu,remain,1
part,sale,1
happen,defin,1
set,time,1
set,stage,1
set,clear,1
time,mileston,1
time,—,1
time,n't,1
mileston,process,1
quot,sent,1
sent,.,1
perspect,‘,1
‘,’,2
behind,cover,1
let,'s,1
let,know,1
let,’,1
look,‘,1
look,like,1
leverag,strategi,1
implement,transpar,2
goal,guid,1
seamlessli,sale,1
seamlessli,transpar,1
integr,approach,1
integr,seamlessli,1
methodolog,.,1
1,.,1
toward,end,1
toward,decis,1
end,first,1
moment,introduc,1
high-level,sale,1
serv,preview,1
preview,journey,1
journey,'re,1
journey,ahead,1
journey,benefit,1
're,embark,1
embark,.,1
tell,expect,1
see,go,1
includ,next,1
element,want,1
altern,",",1
know,'ll,1
provid,recap,1
provid,visual,1
recap,process,1
insight,set,1
stage,transpar,1
stage,sale,1
keep,inform,1
inform,.,1
2,.,1
visual,aid,3
aid,clariti,1
aid,",",1
aid,demonstr,1
aid,refer,1
chart,",",1
valuabl,tool,1
valuabl,time,1
tool,explain,1
explain,stage,1
emphas,buyer,1
benefit,everi,1
benefit,",",1
everi,step,1
highlight,phase,1
phase,align,1
need,challeng,1
challeng,",",1
reinforc,valu,1
stand,gain,1
gain,.,1
say,work,1
tech,startup,1
startup,sell,1
sell,practic,1
manag,softwar,1
manag,.,1
manag,schedul,1
manag,empow,1
softwar,small,1
softwar,improv,1
small,physician-l,1
physician-l,practic,1
offic,manag,1
troubl,manag,1
schedul,bill,2
schedul,close,1
schedul,meet,1
schedul,appoint,1
bill,’,1
bill,effici,1
caus,friction,1
friction,patient,1
patient,.,1
patient,face,1
patient,satisfact,1
improv,schedul,1
improv,overal,1
effici,",",1
allow,doctor,1
doctor,patient,1
face,time,1
overal,patient,1
satisfact,.,1
could,also,1
use,aid,1
refer,similar,1
similar,practic,1
issu,.,1
relat,engag,1
engag,",",1
enhanc,understand,1
understand,journey,1
understand,swift,1
ahead,.,1
3,.,1
call,incorpor,1
call,interact,1
incorpor,close,1
incorpor,strategi,1
outset,.,1
possibl,",",1
clear,timelin,1
timelin,signal,1
signal,path,1
path,toward,1
path,success,2
decis,point,1
point,.,1
involv,multipl,1
multipl,meet,1
—whether,bi-weekli,1
bi-weekli,weekli,1
consid,schedul,1
appoint,.,1
proactiv,approach,1
maintain,momentum,1
momentum,establish,1
establish,expect,1
4,.,1
embrac,reject,1
success,understand,1
success,:,1
success,close,1
swift,“,1
benefici,prolong,1
prolong,indecis,1
indecis,crucial,1
crucial,.,1
address,potenti,1
roadblock,earli,1
earli,openli,1
ensur,valuabl,1
wast,either,1
either,prospect,1
prospect,.,1
mindset,shift,1
empow,focu,1
higher,potenti,1
strong,close,1
remain,paramount,1
paramount,sale,1
key,lie,1
lie,integr,1
person,apprehens,1
reduc,pressur,1
increas,likelihood,1
likelihood,success,1
rememb,",",1
last,partnership,1
partnership,.,1
topic,:,1
