Source,Target,Weight
shift,narr,2
narr,one,2
one,inflat,2
one,warn,2
one,worst,1
remain,sticki,2
sticki,econom,2
keep,acceler,2
acceler,still,2
help,boost,2
boost,earn,2
drive,stock,2
weight,evid,2
evid,work,2
work,still,2
suggest,bull,2
bull,market,2
correct,period,2
correct,.,2
go,price,2
and/or,time,2
sidelin,target,2
target,equiti,2
alloc,",",2
use,dollar-cost,2
dollar-cost,averag,2
approach,look,2
look,aggress,2
aggress,get,2
deeper,normal,2
normal,correct,2
gregori,rec/staff,1
gregori,rec/portland,2
rec/staff,photograph,1
photograph,--,1
--,sign,1
--,(,1
sign,like,2
warn,motorist,2
motorist,bump,2
bump,frost,2
frost,heav,2
heav,dot,2
dot,util,2
pole,along,2
along,rout,2
rout,24,2
24,bowdoinham,2
bowdoinham,.,1
bowdoinham,thursday,1
road,dub,1
dub,one,1
worst,state,1
state,.,1
photo,taken,1
photo,gregori,2
taken,thursday,1
thursday,",",2
3,",",2
2008,.,2
rec/portland,press,2
press,herald,3
herald,via,3
via,getti,3
getti,imag,3
imag,),3
portland,press,1
josh,schafer,1
schafer,report,1
x,@,1
@,_joshschaf,1
_joshschaf,.,1
